"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 23 02:51:33 GMT 2024","Wed Oct 23 02:51:34 GMT 2024","234","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","List users with page and per_page parameters",""
"passed","Wed Oct 23 02:51:34 GMT 2024","Wed Oct 23 02:51:34 GMT 2024","209","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","List users with id not exist",""
"passed","Wed Oct 23 02:51:33 GMT 2024","Wed Oct 23 02:51:33 GMT 2024","157","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","List User Without Parameter",""
"passed","Wed Oct 23 02:51:35 GMT 2024","Wed Oct 23 02:51:35 GMT 2024","206","chromium","post_create_user.spec.ts","[POST] Create Users API Tests","","","Update an existing user",""
"passed","Wed Oct 23 02:51:35 GMT 2024","Wed Oct 23 02:51:35 GMT 2024","405","chromium","post_login_user.spec.ts","[POST] User Login","","","Login API",""
"passed","Wed Oct 23 02:51:36 GMT 2024","Wed Oct 23 02:51:36 GMT 2024","201","chromium","put_update_user.spec.ts","User API Tests","","","Update an existing user",""
"passed","Wed Oct 23 02:51:35 GMT 2024","Wed Oct 23 02:51:35 GMT 2024","211","chromium","post_register_user.spec.ts","[POST] Register User API Tests","","","Register success - should return id and token",""
"passed","Wed Oct 23 02:51:35 GMT 2024","Wed Oct 23 02:51:36 GMT 2024","204","chromium","post_register_user.spec.ts","[POST] Register User API Tests","","","Register unsuccessful - should return missing password error",""
"passed","Wed Oct 23 02:51:33 GMT 2024","Wed Oct 23 02:51:33 GMT 2024","28","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","List users with page parameter",""
"passed","Wed Oct 23 02:51:34 GMT 2024","Wed Oct 23 02:51:34 GMT 2024","226","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","Single User",""
"passed","Wed Oct 23 02:51:34 GMT 2024","Wed Oct 23 02:51:35 GMT 2024","217","chromium","post_create_user.spec.ts","[POST] Create Users API Tests","","","Create a new user",""
"passed","Wed Oct 23 02:51:34 GMT 2024","Wed Oct 23 02:51:34 GMT 2024","218","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","List users with page not data exist",""
