"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","198","Create a new user","chromium","Tue Apr 22 03:05:15 GMT 2025","passed","Tue Apr 22 03:05:15 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","180","Update an existing user","chromium","Tue Apr 22 03:05:16 GMT 2025","passed","Tue Apr 22 03:05:17 GMT 2025","User API Tests","put_update_user.spec.ts","",""
"","196","Update an existing user","chromium","Tue Apr 22 03:05:15 GMT 2025","passed","Tue Apr 22 03:05:16 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","364","Login API","chromium","Tue Apr 22 03:05:16 GMT 2025","passed","Tue Apr 22 03:05:16 GMT 2025","[POST] User Login","post_login_user.spec.ts","",""
"","204","Single User","chromium","Tue Apr 22 03:05:15 GMT 2025","passed","Tue Apr 22 03:05:15 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","158","List User Without Parameter","chromium","Tue Apr 22 03:05:14 GMT 2025","passed","Tue Apr 22 03:05:14 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","211","List users with page not data exist","chromium","Tue Apr 22 03:05:14 GMT 2025","passed","Tue Apr 22 03:05:15 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","32","List users with page parameter","chromium","Tue Apr 22 03:05:14 GMT 2025","passed","Tue Apr 22 03:05:14 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","206","List users with page and per_page parameters","chromium","Tue Apr 22 03:05:14 GMT 2025","passed","Tue Apr 22 03:05:14 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","189","Register success - should return id and token","chromium","Tue Apr 22 03:05:16 GMT 2025","passed","Tue Apr 22 03:05:16 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","194","List users with id not exist","chromium","Tue Apr 22 03:05:15 GMT 2025","passed","Tue Apr 22 03:05:15 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","180","Register unsuccessful - should return missing password error","chromium","Tue Apr 22 03:05:16 GMT 2025","passed","Tue Apr 22 03:05:16 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
