"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","172","Update an existing user","chromium","Wed Dec 11 03:03:28 GMT 2024","passed","Wed Dec 11 03:03:28 GMT 2024","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","168","List User Without Parameter","chromium","Wed Dec 11 03:03:27 GMT 2024","passed","Wed Dec 11 03:03:27 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","174","List users with id not exist","chromium","Wed Dec 11 03:03:27 GMT 2024","passed","Wed Dec 11 03:03:28 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","178","List users with page not data exist","chromium","Wed Dec 11 03:03:27 GMT 2024","passed","Wed Dec 11 03:03:27 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","182","Create a new user","chromium","Wed Dec 11 03:03:28 GMT 2024","passed","Wed Dec 11 03:03:28 GMT 2024","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","170","Register unsuccessful - should return missing password error","chromium","Wed Dec 11 03:03:29 GMT 2024","passed","Wed Dec 11 03:03:29 GMT 2024","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","195","List users with page and per_page parameters","chromium","Wed Dec 11 03:03:27 GMT 2024","passed","Wed Dec 11 03:03:27 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","31","Single User","chromium","Wed Dec 11 03:03:27 GMT 2024","passed","Wed Dec 11 03:03:27 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","338","Login API","chromium","Wed Dec 11 03:03:28 GMT 2024","passed","Wed Dec 11 03:03:28 GMT 2024","[POST] User Login","post_login_user.spec.ts","",""
"","163","Update an existing user","chromium","Wed Dec 11 03:03:29 GMT 2024","passed","Wed Dec 11 03:03:29 GMT 2024","User API Tests","put_update_user.spec.ts","",""
"","29","List users with page parameter","chromium","Wed Dec 11 03:03:27 GMT 2024","passed","Wed Dec 11 03:03:27 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","173","Register success - should return id and token","chromium","Wed Dec 11 03:03:28 GMT 2024","passed","Wed Dec 11 03:03:29 GMT 2024","[POST] Register User API Tests","post_register_user.spec.ts","",""
