"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","301","Create a new user","chromium","Tue Jan 14 02:42:41 GMT 2025","passed","Tue Jan 14 02:42:42 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","282","Register unsuccessful - should return missing password error","chromium","Tue Jan 14 02:42:43 GMT 2025","passed","Tue Jan 14 02:42:43 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","297","Update an existing user","chromium","Tue Jan 14 02:42:43 GMT 2025","passed","Tue Jan 14 02:42:43 GMT 2025","User API Tests","put_update_user.spec.ts","",""
"","191","List User Without Parameter","chromium","Tue Jan 14 02:42:40 GMT 2025","passed","Tue Jan 14 02:42:40 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","302","List users with page not data exist","chromium","Tue Jan 14 02:42:40 GMT 2025","passed","Tue Jan 14 02:42:41 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","28","List users with page parameter","chromium","Tue Jan 14 02:42:40 GMT 2025","passed","Tue Jan 14 02:42:40 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","291","Register success - should return id and token","chromium","Tue Jan 14 02:42:43 GMT 2025","passed","Tue Jan 14 02:42:43 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","572","Login API","chromium","Tue Jan 14 02:42:42 GMT 2025","passed","Tue Jan 14 02:42:43 GMT 2025","[POST] User Login","post_login_user.spec.ts","",""
"","290","List users with id not exist","chromium","Tue Jan 14 02:42:41 GMT 2025","passed","Tue Jan 14 02:42:41 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","292","Update an existing user","chromium","Tue Jan 14 02:42:42 GMT 2025","passed","Tue Jan 14 02:42:42 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","296","Single User","chromium","Tue Jan 14 02:42:41 GMT 2025","passed","Tue Jan 14 02:42:41 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","314","List users with page and per_page parameters","chromium","Tue Jan 14 02:42:40 GMT 2025","passed","Tue Jan 14 02:42:40 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
