"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","337","List users with page not data exist","chromium","Mon Nov 04 02:56:32 GMT 2024","passed","Mon Nov 04 02:56:32 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","269","Update an existing user","chromium","Mon Nov 04 02:56:34 GMT 2024","passed","Mon Nov 04 02:56:35 GMT 2024","User API Tests","put_update_user.spec.ts","",""
"","276","Update an existing user","chromium","Mon Nov 04 02:56:33 GMT 2024","passed","Mon Nov 04 02:56:33 GMT 2024","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","294","Single User","chromium","Mon Nov 04 02:56:32 GMT 2024","passed","Mon Nov 04 02:56:32 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","289","Register success - should return id and token","chromium","Mon Nov 04 02:56:34 GMT 2024","passed","Mon Nov 04 02:56:34 GMT 2024","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","149","List User Without Parameter","chromium","Mon Nov 04 02:56:31 GMT 2024","passed","Mon Nov 04 02:56:31 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","300","Create a new user","chromium","Mon Nov 04 02:56:33 GMT 2024","passed","Mon Nov 04 02:56:33 GMT 2024","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","285","Register unsuccessful - should return missing password error","chromium","Mon Nov 04 02:56:34 GMT 2024","passed","Mon Nov 04 02:56:34 GMT 2024","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","573","Login API","chromium","Mon Nov 04 02:56:33 GMT 2024","passed","Mon Nov 04 02:56:34 GMT 2024","[POST] User Login","post_login_user.spec.ts","",""
"","298","List users with page and per_page parameters","chromium","Mon Nov 04 02:56:31 GMT 2024","passed","Mon Nov 04 02:56:32 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","275","List users with id not exist","chromium","Mon Nov 04 02:56:32 GMT 2024","passed","Mon Nov 04 02:56:33 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","30","List users with page parameter","chromium","Mon Nov 04 02:56:31 GMT 2024","passed","Mon Nov 04 02:56:31 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
