"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34","Single User","chromium","Mon Feb 03 02:48:14 GMT 2025","passed","Mon Feb 03 02:48:14 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","205","List users with page and per_page parameters","chromium","Mon Feb 03 02:48:14 GMT 2025","passed","Mon Feb 03 02:48:14 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","168","Register unsuccessful - should return missing password error","chromium","Mon Feb 03 02:48:15 GMT 2025","passed","Mon Feb 03 02:48:16 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","181","List User Without Parameter","chromium","Mon Feb 03 02:48:14 GMT 2025","passed","Mon Feb 03 02:48:14 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","188","Create a new user","chromium","Mon Feb 03 02:48:15 GMT 2025","passed","Mon Feb 03 02:48:15 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","172","List users with id not exist","chromium","Mon Feb 03 02:48:14 GMT 2025","passed","Mon Feb 03 02:48:14 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","185","Update an existing user","chromium","Mon Feb 03 02:48:15 GMT 2025","passed","Mon Feb 03 02:48:15 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","332","Login API","chromium","Mon Feb 03 02:48:15 GMT 2025","passed","Mon Feb 03 02:48:15 GMT 2025","[POST] User Login","post_login_user.spec.ts","",""
"","172","Register success - should return id and token","chromium","Mon Feb 03 02:48:15 GMT 2025","passed","Mon Feb 03 02:48:15 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","191","List users with page not data exist","chromium","Mon Feb 03 02:48:14 GMT 2025","passed","Mon Feb 03 02:48:14 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","32","List users with page parameter","chromium","Mon Feb 03 02:48:14 GMT 2025","passed","Mon Feb 03 02:48:14 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","176","Update an existing user","chromium","Mon Feb 03 02:48:16 GMT 2025","passed","Mon Feb 03 02:48:16 GMT 2025","User API Tests","put_update_user.spec.ts","",""
