"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","198","Single User","chromium","Sat Feb 08 02:43:36 GMT 2025","passed","Sat Feb 08 02:43:36 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","192","List users with id not exist","chromium","Sat Feb 08 02:43:36 GMT 2025","passed","Sat Feb 08 02:43:36 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","171","List User Without Parameter","chromium","Sat Feb 08 02:43:35 GMT 2025","passed","Sat Feb 08 02:43:35 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","201","List users with page not data exist","chromium","Sat Feb 08 02:43:36 GMT 2025","passed","Sat Feb 08 02:43:36 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","202","Create a new user","chromium","Sat Feb 08 02:43:36 GMT 2025","passed","Sat Feb 08 02:43:37 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","30","List users with page parameter","chromium","Sat Feb 08 02:43:35 GMT 2025","passed","Sat Feb 08 02:43:35 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","213","List users with page and per_page parameters","chromium","Sat Feb 08 02:43:35 GMT 2025","passed","Sat Feb 08 02:43:36 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","370","Login API","chromium","Sat Feb 08 02:43:37 GMT 2025","passed","Sat Feb 08 02:43:37 GMT 2025","[POST] User Login","post_login_user.spec.ts","",""
"","199","Update an existing user","chromium","Sat Feb 08 02:43:37 GMT 2025","passed","Sat Feb 08 02:43:37 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","186","Register success - should return id and token","chromium","Sat Feb 08 02:43:37 GMT 2025","passed","Sat Feb 08 02:43:37 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","181","Update an existing user","chromium","Sat Feb 08 02:43:38 GMT 2025","passed","Sat Feb 08 02:43:38 GMT 2025","User API Tests","put_update_user.spec.ts","",""
"","181","Register unsuccessful - should return missing password error","chromium","Sat Feb 08 02:43:37 GMT 2025","passed","Sat Feb 08 02:43:38 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
