"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","204","List users with page and per_page parameters","chromium","Thu Jan 02 02:49:58 GMT 2025","passed","Thu Jan 02 02:49:58 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","33","List users with page parameter","chromium","Thu Jan 02 02:49:58 GMT 2025","passed","Thu Jan 02 02:49:58 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","187","Update an existing user","chromium","Thu Jan 02 02:49:59 GMT 2025","passed","Thu Jan 02 02:49:59 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","192","List users with page not data exist","chromium","Thu Jan 02 02:49:58 GMT 2025","passed","Thu Jan 02 02:49:58 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","36","Single User","chromium","Thu Jan 02 02:49:58 GMT 2025","passed","Thu Jan 02 02:49:58 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","178","Register success - should return id and token","chromium","Thu Jan 02 02:49:59 GMT 2025","passed","Thu Jan 02 02:49:59 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","178","List users with id not exist","chromium","Thu Jan 02 02:49:58 GMT 2025","passed","Thu Jan 02 02:49:58 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","170","Update an existing user","chromium","Thu Jan 02 02:50:00 GMT 2025","passed","Thu Jan 02 02:50:00 GMT 2025","User API Tests","put_update_user.spec.ts","",""
"","163","List User Without Parameter","chromium","Thu Jan 02 02:49:58 GMT 2025","passed","Thu Jan 02 02:49:58 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","171","Register unsuccessful - should return missing password error","chromium","Thu Jan 02 02:49:59 GMT 2025","passed","Thu Jan 02 02:50:00 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","367","Login API","chromium","Thu Jan 02 02:49:59 GMT 2025","passed","Thu Jan 02 02:49:59 GMT 2025","[POST] User Login","post_login_user.spec.ts","",""
"","194","Create a new user","chromium","Thu Jan 02 02:49:59 GMT 2025","passed","Thu Jan 02 02:49:59 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
