"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","595","Login API","chromium","Mon Dec 02 03:06:09 GMT 2024","passed","Mon Dec 02 03:06:10 GMT 2024","[POST] User Login","post_login_user.spec.ts","",""
"","314","Update an existing user","chromium","Mon Dec 02 03:06:09 GMT 2024","passed","Mon Dec 02 03:06:09 GMT 2024","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","303","Update an existing user","chromium","Mon Dec 02 03:06:10 GMT 2024","passed","Mon Dec 02 03:06:10 GMT 2024","User API Tests","put_update_user.spec.ts","",""
"","316","Single User","chromium","Mon Dec 02 03:06:08 GMT 2024","passed","Mon Dec 02 03:06:08 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","335","List users with page and per_page parameters","chromium","Mon Dec 02 03:06:07 GMT 2024","passed","Mon Dec 02 03:06:07 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","319","List users with id not exist","chromium","Mon Dec 02 03:06:08 GMT 2024","passed","Mon Dec 02 03:06:08 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","301","Register success - should return id and token","chromium","Mon Dec 02 03:06:10 GMT 2024","passed","Mon Dec 02 03:06:10 GMT 2024","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","202","List User Without Parameter","chromium","Mon Dec 02 03:06:07 GMT 2024","passed","Mon Dec 02 03:06:07 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","306","Register unsuccessful - should return missing password error","chromium","Mon Dec 02 03:06:10 GMT 2024","passed","Mon Dec 02 03:06:10 GMT 2024","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","336","List users with page not data exist","chromium","Mon Dec 02 03:06:07 GMT 2024","passed","Mon Dec 02 03:06:08 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","40","List users with page parameter","chromium","Mon Dec 02 03:06:07 GMT 2024","passed","Mon Dec 02 03:06:07 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","315","Create a new user","chromium","Mon Dec 02 03:06:08 GMT 2024","passed","Mon Dec 02 03:06:09 GMT 2024","[POST] Create Users API Tests","post_create_user.spec.ts","",""
