"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","364","Login API","chromium","Sun Dec 15 03:09:59 GMT 2024","passed","Sun Dec 15 03:10:00 GMT 2024","[POST] User Login","post_login_user.spec.ts","",""
"","181","Register unsuccessful - should return missing password error","chromium","Sun Dec 15 03:10:00 GMT 2024","passed","Sun Dec 15 03:10:00 GMT 2024","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","187","Register success - should return id and token","chromium","Sun Dec 15 03:10:00 GMT 2024","passed","Sun Dec 15 03:10:00 GMT 2024","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","184","List users with id not exist","chromium","Sun Dec 15 03:09:59 GMT 2024","passed","Sun Dec 15 03:09:59 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","207","List User Without Parameter","chromium","Sun Dec 15 03:09:58 GMT 2024","passed","Sun Dec 15 03:09:58 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","181","Update an existing user","chromium","Sun Dec 15 03:10:00 GMT 2024","passed","Sun Dec 15 03:10:00 GMT 2024","User API Tests","put_update_user.spec.ts","",""
"","31","List users with page parameter","chromium","Sun Dec 15 03:09:58 GMT 2024","passed","Sun Dec 15 03:09:58 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","207","List users with page not data exist","chromium","Sun Dec 15 03:09:58 GMT 2024","passed","Sun Dec 15 03:09:59 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","209","List users with page and per_page parameters","chromium","Sun Dec 15 03:09:58 GMT 2024","passed","Sun Dec 15 03:09:58 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","198","Single User","chromium","Sun Dec 15 03:09:59 GMT 2024","passed","Sun Dec 15 03:09:59 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","192","Update an existing user","chromium","Sun Dec 15 03:09:59 GMT 2024","passed","Sun Dec 15 03:09:59 GMT 2024","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","197","Create a new user","chromium","Sun Dec 15 03:09:59 GMT 2024","passed","Sun Dec 15 03:09:59 GMT 2024","[POST] Create Users API Tests","post_create_user.spec.ts","",""
