"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","183","Register unsuccessful - should return missing password error","chromium","Sat Mar 08 02:30:43 GMT 2025","passed","Sat Mar 08 02:30:43 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","357","Login API","chromium","Sat Mar 08 02:30:43 GMT 2025","passed","Sat Mar 08 02:30:43 GMT 2025","[POST] User Login","post_login_user.spec.ts","",""
"","186","Create a new user","chromium","Sat Mar 08 02:30:42 GMT 2025","passed","Sat Mar 08 02:30:42 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","192","List users with page and per_page parameters","chromium","Sat Mar 08 02:30:41 GMT 2025","passed","Sat Mar 08 02:30:42 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","182","List users with page not data exist","chromium","Sat Mar 08 02:30:42 GMT 2025","passed","Sat Mar 08 02:30:42 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","180","Register success - should return id and token","chromium","Sat Mar 08 02:30:43 GMT 2025","passed","Sat Mar 08 02:30:43 GMT 2025","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","36","List users with page parameter","chromium","Sat Mar 08 02:30:41 GMT 2025","passed","Sat Mar 08 02:30:41 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","186","List users with id not exist","chromium","Sat Mar 08 02:30:42 GMT 2025","passed","Sat Mar 08 02:30:42 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","190","List User Without Parameter","chromium","Sat Mar 08 02:30:41 GMT 2025","passed","Sat Mar 08 02:30:41 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","171","Update an existing user","chromium","Sat Mar 08 02:30:43 GMT 2025","passed","Sat Mar 08 02:30:43 GMT 2025","User API Tests","put_update_user.spec.ts","",""
"","179","Update an existing user","chromium","Sat Mar 08 02:30:42 GMT 2025","passed","Sat Mar 08 02:30:43 GMT 2025","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","35","Single User","chromium","Sat Mar 08 02:30:42 GMT 2025","passed","Sat Mar 08 02:30:42 GMT 2025","[GET] List Users API Tests","get_list_user.spec.ts","",""
