"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 29 02:54:05 GMT 2024","Tue Oct 29 02:54:05 GMT 2024","222","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","List users with page not data exist",""
"passed","Tue Oct 29 02:54:06 GMT 2024","Tue Oct 29 02:54:06 GMT 2024","203","chromium","post_register_user.spec.ts","[POST] Register User API Tests","","","Register success - should return id and token",""
"passed","Tue Oct 29 02:54:06 GMT 2024","Tue Oct 29 02:54:06 GMT 2024","216","chromium","post_create_user.spec.ts","[POST] Create Users API Tests","","","Update an existing user",""
"passed","Tue Oct 29 02:54:06 GMT 2024","Tue Oct 29 02:54:07 GMT 2024","202","chromium","post_register_user.spec.ts","[POST] Register User API Tests","","","Register unsuccessful - should return missing password error",""
"passed","Tue Oct 29 02:54:05 GMT 2024","Tue Oct 29 02:54:06 GMT 2024","217","chromium","post_create_user.spec.ts","[POST] Create Users API Tests","","","Create a new user",""
"passed","Tue Oct 29 02:54:06 GMT 2024","Tue Oct 29 02:54:06 GMT 2024","408","chromium","post_login_user.spec.ts","[POST] User Login","","","Login API",""
"passed","Tue Oct 29 02:54:05 GMT 2024","Tue Oct 29 02:54:05 GMT 2024","30","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","Single User",""
"passed","Tue Oct 29 02:54:05 GMT 2024","Tue Oct 29 02:54:05 GMT 2024","226","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","List users with page and per_page parameters",""
"passed","Tue Oct 29 02:54:07 GMT 2024","Tue Oct 29 02:54:07 GMT 2024","201","chromium","put_update_user.spec.ts","User API Tests","","","Update an existing user",""
"passed","Tue Oct 29 02:54:05 GMT 2024","Tue Oct 29 02:54:05 GMT 2024","207","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","List users with id not exist",""
"passed","Tue Oct 29 02:54:04 GMT 2024","Tue Oct 29 02:54:04 GMT 2024","152","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","List User Without Parameter",""
"passed","Tue Oct 29 02:54:04 GMT 2024","Tue Oct 29 02:54:05 GMT 2024","26","chromium","get_list_user.spec.ts","[GET] List Users API Tests","","","List users with page parameter",""
