"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","190","List users with page and per_page parameters","chromium","Tue Dec 03 03:06:20 GMT 2024","passed","Tue Dec 03 03:06:20 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","38","List users with page parameter","chromium","Tue Dec 03 03:06:20 GMT 2024","passed","Tue Dec 03 03:06:20 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","342","Login API","chromium","Tue Dec 03 03:06:21 GMT 2024","passed","Tue Dec 03 03:06:22 GMT 2024","[POST] User Login","post_login_user.spec.ts","",""
"","285","List users with page not data exist","chromium","Tue Dec 03 03:06:20 GMT 2024","passed","Tue Dec 03 03:06:21 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","189","Create a new user","chromium","Tue Dec 03 03:06:21 GMT 2024","passed","Tue Dec 03 03:06:21 GMT 2024","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","174","List users with id not exist","chromium","Tue Dec 03 03:06:21 GMT 2024","passed","Tue Dec 03 03:06:21 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","206","List User Without Parameter","chromium","Tue Dec 03 03:06:20 GMT 2024","passed","Tue Dec 03 03:06:20 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
"","183","Register success - should return id and token","chromium","Tue Dec 03 03:06:22 GMT 2024","passed","Tue Dec 03 03:06:22 GMT 2024","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","172","Register unsuccessful - should return missing password error","chromium","Tue Dec 03 03:06:22 GMT 2024","passed","Tue Dec 03 03:06:22 GMT 2024","[POST] Register User API Tests","post_register_user.spec.ts","",""
"","185","Update an existing user","chromium","Tue Dec 03 03:06:22 GMT 2024","passed","Tue Dec 03 03:06:22 GMT 2024","User API Tests","put_update_user.spec.ts","",""
"","174","Update an existing user","chromium","Tue Dec 03 03:06:21 GMT 2024","passed","Tue Dec 03 03:06:21 GMT 2024","[POST] Create Users API Tests","post_create_user.spec.ts","",""
"","46","Single User","chromium","Tue Dec 03 03:06:21 GMT 2024","passed","Tue Dec 03 03:06:21 GMT 2024","[GET] List Users API Tests","get_list_user.spec.ts","",""
